RamanShift,0.625 mg/mL IgG1,1.25 mg/mL IgG1,2.5 mg/mL IgG1,5 mg/mL IgG1,10 mg/mL IgG1
3013,134148.8778,139021.076,141545.0795,143819.9612,145508.6193
3012,132578.502,137452.2587,140016.8141,142633.9741,144395.5004
3011,131345.7408,136145.9228,138521.3906,141545.0048,143118.0012
3010,130051.9469,134904.9505,137105.9817,140188.9571,141502.4502
3009,128361.5814,133570.8802,135741.5435,138502.9782,139847.6796
3008,126509.0948,132052.7346,134448.5455,136808.7108,138663.1898
3007,124949.2784,130330.427,133251.7617,135451.3492,137930.3697
3006,123795.6364,128603.0869,132045.537,134431.348,137191.3764
3005,122773.8899,127284.2404,130689.5795,133472.3101,136272.2694
3004,121597.0005,126529.2301,129219.7645,132393.6176,135350.4352
3003,120283.6406,125850.7854,127795.2222,131223.3503,134446.3957
3002,119056.22,124610.7479,126465.9603,129998.6424,133413.1738
3001,117964.1204,122879.3098,125134.6344,128729.6321,132360.4245
3000,116827.4854,121342.6236,123724.0877,127520.4656,131583.1679
2999,115587.8811,120309.0787,122309.8632,126456.0596,131049.5635
2998,114434.8452,119316.5003,121097.6012,125427.4282,130395.5475
2997,113517.6922,117909.6605,120215.7508,124296.6844,129497.2572
2996,112766.6478,116335.7089,119487.4309,123146.4209,128642.4611
2995,112011.6252,115137.5359,118550.6788,122157.6412,128044.9463
2994,111095.7258,114386.1792,117284.6179,121307.8502,127572.912
2993,109929.0222,113693.6712,115964.347,120389.4326,127017.479
2992,108584.6458,112777.9635,114925.1925,119327.4321,126278.2925
2991,107280.4886,111650.1512,114194.7134,118286.4447,125317.367
2990,106180.2925,110391.9906,113489.7471,117397.7639,124282.5147
2989,105258.8223,109076.6888,112514.9907,116580.5795,123544.0072
2988,104350.0646,107817.8426,111254.1817,115735.6129,123244.6691
2987,103272.0718,106682.8813,109961.0586,114891.8542,123016.7654
2986,101988.3208,105643.9679,108869.7867,114062.1285,122484.184
2985,100708.4445,104675.805,107977.5558,113201.2755,121732.8611
2984,99699.37564,103766.2083,107101.76,112359.0702,120955.8348
2983,98935.64367,102864.3595,106096.0481,111613.6392,120078.462
2982,98101.81636,101963.6576,105031.8995,110875.2671,119119.8792
2981,97019.73295,101134.3121,104124.2259,110008.3872,118421.0277
2980,95899.39079,100363.7279,103405.0348,109051.2804,118101.9026
2979,95051.33623,99521.77242,102636.3782,108097.3909,117783.0992
2978,94489.00943,98562.05586,101668.7533,107118.6749,117173.776
2977,93956.9506,97587.52866,100622.8072,106092.4477,116425.2624
2976,93242.98939,96670.20274,99592.04448,105127.6517,115676.0866
2975,92300.87172,95756.30306,98488.51013,104303.9242,114785.0438
2974,91178.63019,94776.49299,97290.38963,103518.4611,113707.4109
2973,90035.60685,93737.19451,96153.0536,102628.9128,112670.507
2972,89118.89845,92687.14892,95227.38987,101681.6984,111823.2755
2971,88502.83862,91671.39981,94550.98163,100857.6207,111041.7373
2970,87975.54031,90726.98743,94055.75774,100170.0947,110170.8585
2969,87334.48454,89864.58668,93570.86377,99384.26845,109243.2443
2968,86575.32634,89047.74691,92912.47852,98355.10573,108395.6932
2967,85702.88534,88237.92683,92014.07251,97279.95828,107689.7828
2966,84689.74295,87443.27453,90935.1262,96445.90551,107087.0872
2965,83679.4746,86669.01351,89818.20413,95874.93594,106553.487
2964,82872.43276,85877.52619,88844.9251,95366.14506,106086.7026
2963,82221.94056,85075.72922,88100.2505,94735.20671,105622.3921
2962,81563.01638,84342.15986,87469.81251,93911.77334,105023.3657
2961,80906.72526,83667.56675,86763.73078,92964.1675,104242.0197
2960,80311.5654,82910.91869,85927.74769,92108.50897,103428.7942
2959,79677.78082,82029.50547,85081.51824,91553.39896,102777.7049
2958,78923.74511,81176.29295,84351.80992,91246.14879,102285.4018
2957,78136.99158,80449.85504,83698.75171,90836.14535,101794.8183
2956,77382.08108,79748.54695,82994.07612,89999.94408,101293.4101
2955,76586.69124,78988.51659,82285.37565,88848.7963,100960.6063
2954,75719.45578,78259.03103,81791.00567,87894.16443,100828.6847
2953,74902.97564,77650.4509,81544.13095,87475.30336,100652.063
2952,74296.36331,77109.60891,81265.92462,87357.44684,100260.9944
2951,73928.28111,76550.23414,80717.99344,87087.8525,99798.3515
2950,73619.07163,75962.60903,79978.17507,86572.57182,99487.53555
2949,73094.15237,75370.36057,79249.48349,86056.11989,99400.07384
2948,72259.5087,74787.71155,78568.92758,85702.24992,99487.65497
2947,71297.3723,74227.71518,77839.22604,85445.18616,99609.87926
2946,70433.4728,73683.75952,77054.64712,85131.59082,99570.0753
2945,69759.60746,73132.26691,76349.20586,84642.37926,99323.4237
2944,69314.04464,72594.13354,75814.21019,83991.94204,99051.15252
2943,69105.55833,72127.72516,75391.54413,83376.5147,98898.49108
2942,68993.99584,71716.93019,75004.81417,82976.31882,98782.69618
2941,68739.41233,71236.55716,74677.2718,82695.19754,98530.02596
2940,68222.00169,70587.77551,74428.29901,82269.09391,98071.2974
2939,67519.09254,69829.15282,74155.42092,81629.1013,97495.4024
2938,66793.06853,69121.31247,73719.12718,80971.36921,96976.79386
2937,66161.51798,68550.84996,73077.82345,80456.82254,96589.78398
2936,65635.11552,68041.31953,72277.23083,80016.28647,96200.40595
2935,65168.77991,67442.751,71383.0661,79496.62201,95642.96537
2934,64767.76841,66695.19508,70487.74722,78862.273,94931.82228
2933,64445.59805,65891.97186,69710.29877,78173.92562,94182.39574
2932,64077.1126,65178.13757,69099.57367,77456.38612,93427.02152
2931,63467.55929,64605.7857,68574.60872,76701.09761,92615.15861
2930,62623.00163,64120.19808,68039.19893,75968.53937,91723.84399
2929,61806.90786,63670.22895,67512.61109,75344.26444,90829.49036
2928,61255.82949,63260.3761,67056.98825,74774.5224,90083.83607
2927,60915.82432,62872.56383,66623.85558,74120.07867,89542.80865
2926,60519.97438,62410.35419,66084.77554,73419.73496,89025.65067
2925,59905.66798,61787.60128,65393.75751,72876.23201,88297.45961
2924,59196.67992,61050.03033,64629.71084,72502.52652,87379.8572
2923,58632.87955,60350.09521,63891.20772,72038.59371,86499.80059
2922,58273.83842,59791.07819,63218.6275,71314.6697,85755.2231
2921,57964.16685,59333.93021,62612.76079,70444.91795,85028.24263
2920,57561.65816,58871.08425,62063.02944,69597.59484,84222.49324
2919,57081.62783,58354.49813,61538.25067,68823.59006,83407.59255
2918,56610.76612,57830.44121,61003.51227,68137.57747,82697.15174
2917,56191.43137,57373.86593,60472.48817,67530.37467,82097.58093
2916,55837.78538,56998.32693,59983.64188,66903.36307,81516.51487
2915,55580.97347,56624.53256,59506.08526,66193.19885,80870.34359
2914,55409.17619,56165.37152,58964.09901,65520.67592,80158.09361
2913,55198.46264,55634.47768,58378.96875,65024.47784,79423.69574
2912,54816.18514,55099.76756,57863.4508,64590.35987,78644.49248
2911,54309.86305,54557.31929,57448.43143,63944.66204,77732.48524
2910,53881.2036,53974.6101,57047.23404,63035.84639,76716.3407
2909,53626.2108,53421.66334,56604.2594,62152.69956,75806.77203
2908,53411.78475,52998.87702,56138.39247,61581.73494,75147.15231
2907,53078.42758,52669.13538,55641.65224,61270.10463,74635.78957
2906,52652.622,52315.40099,55088.98097,60939.4363,74143.88945
2905,52256.65324,51911.66865,54554.70691,60444.67403,73711.39518
2904,51902.73864,51502.99524,54165.77444,59890.82208,73355.7974
2903,51505.51181,51097.44068,53903.87444,59437.31747,72936.00835
2902,51045.28414,50696.7476,53576.74658,59102.77199,72397.86642
2901,50597.0093,50341.63713,53040.71743,58777.13477,71907.84033
2900,50221.50423,50029.25428,52371.35736,58372.07067,71584.31196
2899,49922.95294,49677.3568,51764.84648,57912.69103,71325.625
2898,49688.53482,49245.43465,51327.97343,57467.86785,71000.32713
2897,49482.95589,48806.53365,51012.73921,57051.83859,70597.60134
2896,49227.89917,48436.30325,50722.88142,56655.39264,70151.01302
2895,48875.3748,48104.59512,50427.7045,56297.73659,69696.51
2894,48494.40844,47744.64224,50150.03617,55956.30671,69313.13444
2893,48206.52348,47375.99893,49870.59354,55532.34225,69063.86728
2892,48025.57999,47073.2884,49511.99893,54994.20404,68884.99997
2891,47825.66336,46831.75268,49044.98462,54476.33088,68609.37572
2890,47488.9887,46559.2776,48546.31512,54139.47236,68126.602
2889,47035.29331,46216.6753,48110.67317,53994.09445,67516.45497
2888,46580.64213,45872.47076,47768.88902,53913.82127,66987.97043
2887,46212.92345,45582.03902,47521.39954,53753.4014,66652.20824
2886,45935.38241,45298.12982,47367.07559,53431.72644,66415.63985
2885,45694.58979,44952.7677,47264.22395,52980.56814,66148.57494
2884,45434.13761,44562.51,47139.45143,52528.06588,65851.75808
2883,45138.1547,44201.9827,46957.90514,52168.02103,65572.68259
2882,44827.40959,43915.9884,46728.91289,51856.98688,65275.00304
2881,44504.55349,43690.41935,46452.09371,51507.63838,64890.52167
2880,44135.99698,43471.18377,46112.19043,51139.79039,64413.46029
2879,43714.44025,43188.99733,45710.49374,50836.65781,63888.01129
2878,43296.82921,42808.8869,45272.74718,50589.26265,63384.18107
2877,42943.96341,42384.41498,44853.70662,50307.85584,62984.0909
2876,42654.5254,42026.0359,44525.46373,49968.85431,62682.79998
2875,42380.30039,41786.50934,44303.3673,49625.956,62322.95685
2874,42078.20751,41608.1983,44102.71632,49285.04326,61743.91892
2873,41739.65979,41402.43834,43833.11177,48891.84671,60964.00909
2872,41388.30918,41144.17496,43499.4103,48444.5627,60113.86809
2871,41046.9709,40873.17529,43146.26315,48001.41037,59260.76584
2870,40708.97938,40640.42031,42766.30598,47563.06009,58417.60713
2869,40361.7476,40463.92585,42340.76455,47050.1092,57633.24587
2868,40019.30388,40303.35325,41904.18515,46425.46273,56919.94301
2867,39699.07719,40076.98844,41495.85487,45768.19503,56162.76772
2866,39395.90385,39734.05777,41116.69621,45200.83678,55261.89309
2865,39107.28467,39309.68786,40787.65271,44784.80036,54315.9016
2864,38836.20796,38896.15426,40555.24759,44489.3516,53509.95482
2863,38547.3536,38570.17305,40376.76035,44222.2363,52860.12549
2862,38195.23027,38342.74269,40103.87943,43894.80472,52226.62272
2861,37826.55255,38152.44779,39665.95508,43497.6211,51562.80113
2860,37566.84863,37909.4855,39188.65215,43110.48531,50985.01188
2859,37453.27985,37570.54826,38838.01515,42808.33551,50568.81509
2858,37351.48556,37176.1717,38604.72262,42564.30909,50217.48063
2857,37099.04114,36813.59079,38345.68538,42269.39951,49791.72978
2856,36692.20726,36547.29237,38005.92056,41844.46765,49278.98803
2855,36279.44895,36374.63715,37675.55201,41329.75254,48779.47752
2854,35983.19105,36233.7665,37416.66569,40869.2894,48372.07357
2853,35768.85144,36058.52208,37161.83438,40578.23223,48027.23692
2852,35511.21362,35831.35447,36842.47094,40403.11036,47645.47488
2851,35175.28992,35584.76571,36517.9702,40171.51016,47185.94342
2850,34876.80312,35366.01918,36302.92591,39826.49048,46733.02536
2849,34727.42171,35203.21571,36226.06679,39520.68488,46383.66998
2848,34678.57559,35081.35699,36208.60881,39381.58847,46103.77717
2847,34598.59665,34947.83813,36134.80347,39281.67201,45786.31077
2846,34457.00096,34764.87515,35927.26584,39002.99785,45419.35484
2845,34322.87447,34549.64775,35605.28397,38575.77281,45085.97789
2844,34214.24742,34338.6199,35277.57788,38257.64328,44817.27605
2843,34075.70674,34131.92204,35041.56813,38167.10787,44552.50307
2842,33891.10102,33904.94278,34898.91366,38129.63158,44240.83337
2841,33701.12774,33657.73677,34788.02849,37949.8754,43904.84199
2840,33519.33706,33421.71457,34663.91062,37662.35191,43602.16324
2839,33326.62202,33223.47826,34525.58057,37405.23425,43366.13818
2838,33128.15657,33059.7394,34398.35652,37189.50439,43184.46165
2837,32941.5627,32906.60238,34296.53065,36936.36942,43022.81264
2836,32763.13804,32746.23426,34182.01513,36653.52243,42858.79607
2835,32597.44278,32582.48373,33989.20656,36428.98835,42675.8635
2834,32471.12053,32433.66796,33725.49316,36283.69853,42450.64525
2833,32380.39321,32315.74187,33496.04671,36138.80732,42195.91225
2832,32275.56601,32224.79232,33374.45834,35927.1965,41981.97518
2831,32120.46938,32120.1173,33299.62285,35678.41455,41850.34893
2830,31929.50833,31937.78281,33160.73718,35485.92535,41748.4617
2829,31745.52882,31654.81608,32935.72779,35399.85246,41610.66025
2828,31607.8887,31336.91738,32685.11302,35350.81975,41439.58974
2827,31524.32977,31086.85793,32455.88892,35208.80873,41251.21086
2826,31454.65095,30941.40062,32257.68528,34938.84115,41027.20673
2825,31343.76813,30848.22569,32102.23649,34654.16662,40783.81839
2824,31174.44992,30746.48157,32001.43339,34483.12335,40602.66484
2823,30963.95381,30636.42186,31929.95266,34431.78429,40537.90774
2822,30725.93351,30554.07741,31828.56856,34407.5092,40549.57538
2821,30474.11839,30504.36553,31653.52953,34320.40042,40541.78207
2820,30248.43917,30451.69932,31417.32174,34131.37671,40424.80559
2819,30093.71942,30369.62884,31181.54789,33865.46805,40174.97459
2818,30007.78037,30265.39988,31003.50203,33619.43751,39879.79345
2817,29934.3509,30150.66341,30886.82339,33500.87092,39668.30959
2816,29818.67571,30019.42613,30793.84591,33512.88637,39565.49882
2815,29665.87794,29861.77152,30696.35054,33535.63853,39486.1877
2814,29534.52545,29673.41308,30590.1343,33457.22321,39371.7757
2813,29466.85436,29458.94347,30477.49638,33288.50162,39230.65577
2812,29434.59652,29256.9454,30374.7526,33115.06216,39057.32133
2811,29363.86627,29135.5059,30315.90415,32974.64257,38834.69674
2810,29205.23331,29111.57624,30298.92757,32838.18771,38611.10151
2809,28973.41393,29105.49187,30253.70942,32697.372,38466.32777
2808,28736.00656,29037.67969,30122.2505,32605.18022,38407.95189
2807,28573.207,28933.58199,29941.45833,32604.49654,38375.56994
2806,28521.37505,28857.4389,29780.16732,32653.38462,38318.06652
2805,28529.25804,28780.74249,29632.08683,32654.78737,38214.48124
2804,28488.68753,28612.98972,29456.67752,32551.79411,38070.94693
2803,28344.42436,28351.53119,29292.88857,32375.96119,37941.41001
2802,28165.57834,28110.40291,29226.40879,32202.65636,37891.04336
2801,28068.53186,27984.19157,29249.32547,32065.99297,37900.72926
2800,28070.24575,27946.31305,29249.90014,31925.77146,37866.80936
2799,28066.52245,27907.47211,29152.94552,31729.94028,37728.80022
2798,27969.4942,27832.36671,28990.07164,31503.16214,37544.97096
2797,27815.61795,27761.6064,28818.68248,31341.65073,37411.68497
2796,27705.04929,27733.96984,28646.86265,31306.56249,37351.24862
2795,27673.46097,27726.96221,28463.38267,31348.96685,37308.95943
2794,27664.14341,27685.12635,28285.03335,31359.30701,37229.32856
2793,27604.23912,27580.70501,28144.18421,31272.33213,37102.89024
2792,27473.02292,27429.0557,28059.31043,31110.37416,36950.15268
2791,27303.96115,27262.5398,28028.01179,30944.90955,36785.59422
2790,27143.33135,27108.13928,28019.72994,30832.00038,36605.43039
2789,27008.93011,26981.20867,27974.67435,30769.91025,36411.56585
2788,26888.14334,26884.07028,27851.43301,30702.99673,36245.12667
2787,26778.21788,26805.41499,27689.20077,30572.75048,36171.70034
2786,26706.51957,26721.87345,27584.76106,30376.88187,36205.03752
2785,26684.64481,26609.53245,27583.57721,30180.37074,36263.65856
2784,26663.60595,26469.32528,27622.42861,30063.69844,36247.89822
2783,26580.17427,26336.65122,27606.58417,30052.64847,36149.87828
2782,26441.94126,26245.52666,27516.39798,30094.03598,36034.28971
2781,26319.24749,26188.12979,27403.69042,30103.80844,35925.41035
2780,26250.48118,26134.27675,27308.51708,30042.43346,35796.53375
2779,26202.08703,26081.21577,27227.46983,29940.10586,35674.76378
2778,26129.54138,26047.07669,27154.92667,29850.39988,35647.27034
2777,26028.18833,26019.65414,27106.0858,29791.69564,35717.47379
2776,25905.39039,25960.36944,27087.08556,29739.96805,35756.34159
2775,25751.53037,25870.28329,27071.57048,29671.17047,35671.48412
2774,25577.77314,25802.22752,27023.17677,29599.69595,35542.4075
2773,25454.50244,25780.65509,26935.23309,29563.28204,35500.109
2772,25462.4913,25754.95556,26843.01128,29563.89396,35537.89807
2771,25596.4196,25670.84684,26790.99953,29545.18038,35536.83417
2770,25741.56738,25548.86672,26783.08508,29459.69833,35432.08129
2769,25765.02433,25447.15853,26777.48929,29341.09686,35262.3367
2768,25631.11481,25382.103,26741.72648,29260.31935,35089.47996
2767,25424.53582,25333.25163,26691.10128,29221.4323,34956.41377
2766,25263.26451,25289.75199,26650.81662,29164.92824,34899.87684
2765,25192.0064,25241.31045,26603.38017,29070.09338,34921.21721
2764,25159.82311,25162.18166,26509.7244,28976.79702,34950.87675
2763,25094.89676,25055.99296,26372.64581,28898.01604,34910.41408
2762,24983.78011,24973.25817,26242.10706,28792.48995,34813.86296
2761,24864.39016,24930.79921,26152.75244,28646.06098,34754.03365
2760,24762.30236,24863.32932,26085.68156,28510.72449,34777.11637
2759,24673.1125,24716.9891,26005.86382,28439.08576,34816.46499
2758,24601.34156,24543.94963,25913.58242,28428.69573,34777.3985
2757,24565.99697,24437.08079,25834.0165,28437.68565,34654.72464
2756,24557.5458,24410.2701,25769.78851,28415.77338,34524.14532
2755,24537.16223,24408.31934,25695.10454,28330.7693,34433.81834
2754,24495.13563,24395.5985,25595.01803,28201.82915,34358.03757
2753,24469.48839,24364.11128,25484.72837,28087.32764,34260.33055
2752,24490.66759,24288.87517,25390.45295,28014.70432,34146.45378
2751,24537.46193,24156.94514,25328.89254,27957.03892,34039.57186
2750,24555.90536,24025.34839,25296.36544,27895.76308,33952.1841
2749,24503.65074,23973.48489,25262.54923,27853.24505,33896.57857
2748,24381.97279,23999.21942,25192.45578,27841.25108,33875.42775
2747,24237.89348,24025.49531,25090.02597,27832.73417,33853.96754
2746,24121.97523,24008.22842,24999.1472,27807.15508,33793.92078
2745,24043.78391,23974.85777,24953.29759,27773.49666,33721.54525
2744,23992.58838,23951.03906,24950.94041,27733.80626,33705.44048
2743,23981.76677,23911.51875,24978.70104,27672.24097,33756.94659
2742,24019.40034,23826.61893,25018.67404,27589.01011,33807.42383
2741,24052.39971,23716.01892,25034.89181,27502.68764,33798.05556
2740,24012.20226,23631.35223,25000.30153,27421.29747,33742.42226
2739,23911.75409,23605.60443,24940.51836,27352.61216,33683.73831
2738,23825.24444,23632.13817,24907.16579,27327.65626,33637.95111
2737,23774.88896,23676.39051,24903.67075,27361.11324,33607.49888
2736,23716.14794,23696.98677,24874.68234,27401.53132,33614.74415
2735,23639.26366,23668.31878,24771.94394,27378.33114,33677.67484
2734,23599.95861,23596.6613,24601.65449,27292.7869,33759.67812
2733,23622.18166,23512.47993,24410.36082,27211.36371,33782.78988
2732,23642.71353,23439.8285,24255.0951,27175.80213,33709.17874
2731,23595.92582,23375.89616,24186.73365,27168.13476,33593.707
2730,23505.44549,23306.39002,24226.39664,27154.98893,33537.20835
2729,23447.48302,23233.53262,24337.76871,27119.15218,33586.63238
